// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;global;isobj;constant;numval;isnull;privileged
the end;global;true;true;0.0;true;false
false;global;false;true;0.0;true;false
true;global;false;true;1.0;true;false
null;global;true;true;0.0;true;false
@pi;global;false;true;3.1415927410125732;true;false
π;global;false;true;3.1415927410125732;true;false
@e;global;false;true;2.7182817459106445;true;false
@degToRad;global;false;true;0.01745329238474369;true;false
@radToDeg;global;false;true;57.2957763671875;true;false
@time;global;false;true;0.0;true;false
@tick;global;false;true;0.0;true;false
@second;global;false;true;0.0;true;false
@minute;global;false;true;0.0;true;false
@waveNumber;global;false;true;0.0;true;false
@waveTime;global;false;true;0.0;true;false
@ctrlProcessor;global;false;true;1.0;true;false
@ctrlPlayer;global;false;true;2.0;true;false
@ctrlCommand;global;false;true;3.0;true;false
@derelict;global;true;true;0.0;false;false
@sharded;global;true;true;0.0;false;false
@crux;global;true;true;0.0;false;false
@malis;global;true;true;0.0;false;false
@green;global;true;true;0.0;false;false
@blue;global;true;true;0.0;false;false
@copper;global;true;true;0.0;false;false
@lead;global;true;true;0.0;false;false
@metaglass;global;true;true;0.0;false;false
@graphite;global;true;true;0.0;false;false
@sand;global;true;true;0.0;false;false
@coal;global;true;true;0.0;false;false
@titanium;global;true;true;0.0;false;false
@thorium;global;true;true;0.0;false;false
@scrap;global;true;true;0.0;false;false
@silicon;global;true;true;0.0;false;false
@plastanium;global;true;true;0.0;false;false
@phase-fabric;global;true;true;0.0;false;false
@surge-alloy;global;true;true;0.0;false;false
@spore-pod;global;true;true;0.0;false;false
@blast-compound;global;true;true;0.0;false;false
@pyratite;global;true;true;0.0;false;false
@beryllium;global;true;true;0.0;false;false
@tungsten;global;true;true;0.0;false;false
@oxide;global;true;true;0.0;false;false
@carbide;global;true;true;0.0;false;false
@fissile-matter;global;true;true;0.0;false;false
@dormant-cyst;global;true;true;0.0;false;false
@water;global;true;true;0.0;false;false
@slag;global;true;true;0.0;false;false
@oil;global;true;true;0.0;false;false
@cryofluid;global;true;true;0.0;false;false
@neoplasm;global;true;true;0.0;false;false
@arkycite;global;true;true;0.0;false;false
@gallium;global;true;true;0.0;false;false
@ozone;global;true;true;0.0;false;false
@hydrogen;global;true;true;0.0;false;false
@nitrogen;global;true;true;0.0;false;false
@cyanogen;global;true;true;0.0;false;false
@air;global;true;true;0.0;false;false
@spawn;global;true;true;0.0;false;false
@cliff;global;true;true;0.0;false;false
@build1;global;true;true;0.0;false;false
@build2;global;true;true;0.0;false;false
@build3;global;true;true;0.0;false;false
@build4;global;true;true;0.0;false;false
@build5;global;true;true;0.0;false;false
@build6;global;true;true;0.0;false;false
@build7;global;true;true;0.0;false;false
@build8;global;true;true;0.0;false;false
@build9;global;true;true;0.0;false;false
@build10;global;true;true;0.0;false;false
@build11;global;true;true;0.0;false;false
@build12;global;true;true;0.0;false;false
@build13;global;true;true;0.0;false;false
@build14;global;true;true;0.0;false;false
@build15;global;true;true;0.0;false;false
@build16;global;true;true;0.0;false;false
@deep-water;global;true;true;0.0;false;false
@shallow-water;global;true;true;0.0;false;false
@tainted-water;global;true;true;0.0;false;false
@deep-tainted-water;global;true;true;0.0;false;false
@darksand-tainted-water;global;true;true;0.0;false;false
@sand-water;global;true;true;0.0;false;false
@darksand-water;global;true;true;0.0;false;false
@tar;global;true;true;0.0;false;false
@pooled-cryofluid;global;true;true;0.0;false;false
@molten-slag;global;true;true;0.0;false;false
@space;global;true;true;0.0;false;false
@empty;global;true;true;0.0;false;false
@stone;global;true;true;0.0;false;false
@crater-stone;global;true;true;0.0;false;false
@char;global;true;true;0.0;false;false
@basalt;global;true;true;0.0;false;false
@hotrock;global;true;true;0.0;false;false
@magmarock;global;true;true;0.0;false;false
@sand-floor;global;true;true;0.0;false;false
@darksand;global;true;true;0.0;false;false
@dirt;global;true;true;0.0;false;false
@mud;global;true;true;0.0;false;false
@dacite;global;true;true;0.0;false;false
@rhyolite;global;true;true;0.0;false;false
@rhyolite-crater;global;true;true;0.0;false;false
@rough-rhyolite;global;true;true;0.0;false;false
@regolith;global;true;true;0.0;false;false
@yellow-stone;global;true;true;0.0;false;false
@carbon-stone;global;true;true;0.0;false;false
@ferric-stone;global;true;true;0.0;false;false
@ferric-craters;global;true;true;0.0;false;false
@beryllic-stone;global;true;true;0.0;false;false
@crystalline-stone;global;true;true;0.0;false;false
@crystal-floor;global;true;true;0.0;false;false
@yellow-stone-plates;global;true;true;0.0;false;false
@red-stone;global;true;true;0.0;false;false
@dense-red-stone;global;true;true;0.0;false;false
@red-ice;global;true;true;0.0;false;false
@arkycite-floor;global;true;true;0.0;false;false
@arkyic-stone;global;true;true;0.0;false;false
@rhyolite-vent;global;true;true;0.0;false;false
@carbon-vent;global;true;true;0.0;false;false
@arkyic-vent;global;true;true;0.0;false;false
@yellow-stone-vent;global;true;true;0.0;false;false
@red-stone-vent;global;true;true;0.0;false;false
@crystalline-vent;global;true;true;0.0;false;false
@redmat;global;true;true;0.0;false;false
@bluemat;global;true;true;0.0;false;false
@grass;global;true;true;0.0;false;false
@salt;global;true;true;0.0;false;false
@snow;global;true;true;0.0;false;false
@ice;global;true;true;0.0;false;false
@ice-snow;global;true;true;0.0;false;false
@shale;global;true;true;0.0;false;false
@moss;global;true;true;0.0;false;false
@core-zone;global;true;true;0.0;false;false
@spore-moss;global;true;true;0.0;false;false
@stone-wall;global;true;true;0.0;false;false
@spore-wall;global;true;true;0.0;false;false
@dirt-wall;global;true;true;0.0;false;false
@dacite-wall;global;true;true;0.0;false;false
@ice-wall;global;true;true;0.0;false;false
@snow-wall;global;true;true;0.0;false;false
@dune-wall;global;true;true;0.0;false;false
@regolith-wall;global;true;true;0.0;false;false
@yellow-stone-wall;global;true;true;0.0;false;false
@rhyolite-wall;global;true;true;0.0;false;false
@carbon-wall;global;true;true;0.0;false;false
@ferric-stone-wall;global;true;true;0.0;false;false
@beryllic-stone-wall;global;true;true;0.0;false;false
@arkyic-wall;global;true;true;0.0;false;false
@crystalline-stone-wall;global;true;true;0.0;false;false
@red-ice-wall;global;true;true;0.0;false;false
@red-stone-wall;global;true;true;0.0;false;false
@red-diamond-wall;global;true;true;0.0;false;false
@sand-wall;global;true;true;0.0;false;false
@salt-wall;global;true;true;0.0;false;false
@shrubs;global;true;true;0.0;false;false
@shale-wall;global;true;true;0.0;false;false
@spore-pine;global;true;true;0.0;false;false
@snow-pine;global;true;true;0.0;false;false
@pine;global;true;true;0.0;false;false
@white-tree-dead;global;true;true;0.0;false;false
@white-tree;global;true;true;0.0;false;false
@spore-cluster;global;true;true;0.0;false;false
@redweed;global;true;true;0.0;false;false
@pur-bush;global;true;true;0.0;false;false
@yellowcoral;global;true;true;0.0;false;false
@boulder;global;true;true;0.0;false;false
@snow-boulder;global;true;true;0.0;false;false
@shale-boulder;global;true;true;0.0;false;false
@sand-boulder;global;true;true;0.0;false;false
@dacite-boulder;global;true;true;0.0;false;false
@basalt-boulder;global;true;true;0.0;false;false
@carbon-boulder;global;true;true;0.0;false;false
@ferric-boulder;global;true;true;0.0;false;false
@beryllic-boulder;global;true;true;0.0;false;false
@yellow-stone-boulder;global;true;true;0.0;false;false
@arkyic-boulder;global;true;true;0.0;false;false
@crystal-cluster;global;true;true;0.0;false;false
@vibrant-crystal-cluster;global;true;true;0.0;false;false
@crystal-blocks;global;true;true;0.0;false;false
@crystal-orbs;global;true;true;0.0;false;false
@crystalline-boulder;global;true;true;0.0;false;false
@red-ice-boulder;global;true;true;0.0;false;false
@rhyolite-boulder;global;true;true;0.0;false;false
@red-stone-boulder;global;true;true;0.0;false;false
@metal-floor;global;true;true;0.0;false;false
@metal-floor-damaged;global;true;true;0.0;false;false
@metal-floor-2;global;true;true;0.0;false;false
@metal-floor-3;global;true;true;0.0;false;false
@metal-floor-4;global;true;true;0.0;false;false
@metal-floor-5;global;true;true;0.0;false;false
@dark-panel-1;global;true;true;0.0;false;false
@dark-panel-2;global;true;true;0.0;false;false
@dark-panel-3;global;true;true;0.0;false;false
@dark-panel-4;global;true;true;0.0;false;false
@dark-panel-5;global;true;true;0.0;false;false
@dark-panel-6;global;true;true;0.0;false;false
@dark-metal;global;true;true;0.0;false;false
@pebbles;global;true;true;0.0;false;false
@tendrils;global;true;true;0.0;false;false
@ore-copper;global;true;true;0.0;false;false
@ore-lead;global;true;true;0.0;false;false
@ore-scrap;global;true;true;0.0;false;false
@ore-coal;global;true;true;0.0;false;false
@ore-titanium;global;true;true;0.0;false;false
@ore-thorium;global;true;true;0.0;false;false
@ore-beryllium;global;true;true;0.0;false;false
